
Note: No compatibility mode selected!


Circuit: * basic boost converter (clean demo)

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

Initial Transient Solution
--------------------------

Node                                   Voltage
----                                   -------
in                                          30
in2                                    29.9411
sw                                     29.9411
ctrl                                         0
out                                    29.4389
l1#branch                             0.588809
vgate#branch                                 0
vpv#branch                           -0.588809


No. of Data Rows : 72572
                      * basic boost converter (clean demo)
                      Transient Analysis  Wed Oct  8 19:49:07  2025
--------------------------------------------------------------------------------
Index   time            v(in)           v(out)          
--------------------------------------------------------------------------------
0	0.000000e+00	3.000000e+01	2.943893e+01	
1	1.000000e-11	3.000000e+01	2.943893e+01	
2	2.000000e-11	3.000000e+01	2.943893e+01	
3	4.000000e-11	3.000000e+01	2.943893e+01	
4	8.000000e-11	3.000000e+01	2.943893e+01	
5	1.600000e-10	3.000000e+01	2.943893e+01	
6	2.300000e-10	3.000000e+01	2.943893e+01	
7	2.643750e-10	3.000000e+01	2.943893e+01	
8	3.245312e-10	3.000000e+01	2.943893e+01	
9	3.411816e-10	3.000000e+01	2.943893e+01	
10	3.703198e-10	3.000000e+01	2.943893e+01	
11	4.025800e-10	3.000000e+01	2.943890e+01	
12	4.512816e-10	3.000000e+01	2.943879e+01	
13	4.863769e-10	3.000000e+01	2.943871e+01	
14	5.251064e-10	3.000000e+01	2.943867e+01	
15	5.501631e-10	3.000000e+01	2.943868e+01	
16	5.714820e-10	3.000000e+01	2.943867e+01	
17	5.920576e-10	3.000000e+01	2.943868e+01	
18	6.264348e-10	3.000000e+01	2.943867e+01	
19	6.647973e-10	3.000000e+01	2.943868e+01	
20	7.206475e-10	3.000000e+01	2.943867e+01	
21	8.086608e-10	3.000000e+01	2.943867e+01	
22	9.507525e-10	3.000000e+01	2.943867e+01	
23	1.000000e-09	3.000000e+01	2.943867e+01	
24	1.027526e-09	3.000000e+01	2.943867e+01	
25	1.066722e-09	3.000000e+01	2.943867e+01	
26	1.108871e-09	3.000000e+01	2.943867e+01	
27	1.177372e-09	3.000000e+01	2.943867e+01	
28	1.314373e-09	3.000000e+01	2.943867e+01	
29	1.588375e-09	3.000000e+01	2.943867e+01	
30	2.136380e-09	3.000000e+01	2.943867e+01	
31	3.232390e-09	3.000000e+01	2.943867e+01	
32	5.424409e-09	3.000000e+01	2.943866e+01	
33	9.808447e-09	3.000000e+01	2.943865e+01	
34	1.857652e-08	3.000000e+01	2.943863e+01	
35	3.611268e-08	3.000000e+01	2.943858e+01	
36	7.118498e-08	3.000000e+01	2.943849e+01	
37	1.413296e-07	3.000000e+01	2.943830e+01	
38	2.413296e-07	3.000000e+01	2.943803e+01	
39	3.413296e-07	3.000000e+01	2.943776e+01	
40	4.413296e-07	3.000000e+01	2.943750e+01	
41	5.413296e-07	3.000000e+01	2.943723e+01	
42	6.413296e-07	3.000000e+01	2.943696e+01	
43	7.413296e-07	3.000000e+01	2.943669e+01	
44	8.413296e-07	3.000000e+01	2.943643e+01	
45	9.413296e-07	3.000000e+01	2.943616e+01	
46	1.041330e-06	3.000000e+01	2.943589e+01	
47	1.141330e-06	3.000000e+01	2.943562e+01	
